Title,Reference Disc,Standout Disc,Native 4k,Dolby Vision,HDR10+,Imax Enhanced,60 FPS,Dolby Atmos,DTS:X,Release Date,Studio,Review,Buy US,Buy UK
"Elephant Man, The",true,false,true,true,false,false,false,false,false,4/6/2020,StudioCanal (UK/Germany/France),=HYPERLINK("https://thedigitalbits.com/item/elephant-man-studiocanal-2021-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B08L7CBDVM/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B08443ZDHB/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Elf",true,false,true,false,false,false,false,false,false,11/1/22,Warner Bros. Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/elf-uhd-2022";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BD93YRG2/thedigitalbit-20";"www.amazon.com"),
"Elizabeth (1998)",false,false,true,false,false,false,false,false,false,8/22/23,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0C9X9QSTR/camerontec014-20";"www.amazon.com"),
"Elvis",false,false,true,false,false,false,false,false,false,9/27/22,Warner Bros. Home Entertainment,,=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B0B5BF8ZHM/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0B2WX171G/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Elysium",false,true,true,false,false,false,false,true,false,2/9/21,Sony Pictures Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/elysium-4k-uhd-2021";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B08M8DBG35/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B08M8DBG35/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Emoji Movie, The",false,false,false,false,false,false,false,false,false,10/24/17,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/Emoji-Movie-Blu-ray-Tony-Leondis/dp/B0746ZZR71?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2hdtSI0";"amzn.to")
"Empire Strikes Back, The (Disney 100 Best Buy-exclusive Steelbook)",false,false,true,false,false,false,false,false,false,5/2/23,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM),,,
"Empire Strikes Back, The (Disney 100 Best Buy-exclusive Steelbook)",false,false,true,false,false,false,false,false,false,5/2/23,Walt Disney Studios Home Entertainment (also Fox see above),,,
"Encanto (Disney 100 Best Buy-exclusive Steelbook)",false,false,true,false,false,false,false,false,false,2/7/23,Walt Disney Studios Home Entertainment (also Fox see above),,,
"Encanto",false,false,false,false,false,false,false,true,false,2/8/2022,Walt Disney Studios Home Entertainment (also Fox see above),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09NP1GFYD/thedigitalbit-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B09N7ZQ4DV/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Ender's Game (Steelbook Best Buy exclusive)",false,false,false,false,false,false,false,true,false,8/8/23,Lionsgate,,,
"Ender's Game",false,false,false,false,false,false,false,true,false,3/1/16,Lionsgate,,=HYPERLINK("https://www.amazon.com/Enders-Game-Ultra-Blu-ray-Digital/dp/B01AJWTHBQ?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2w01e3b";"amzn.to")
"Enemy at the Gates (2001)",false,false,true,false,false,false,false,false,false,TBA,Paramount Pictures Home Entertainment (also CBS Studios),,,
"Enter the Dragon (1973)",false,false,false,false,false,false,false,false,false,8/8/23,Warner Bros. Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0C7WG8R7R/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0C6V56389/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Enter the Dragon: Collector's Limited Edition (1973)",false,false,false,false,false,false,false,false,false,8/8/23,Warner Bros. Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0C6MNZQXD/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0C6MNZQXD/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Equalizer 2, The",false,false,true,false,false,false,false,false,false,12/11/18,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07FSWX7PH/camerontec014-20";"www.amazon.com"),
"Equalizer 3, The (2023)",false,false,true,true,false,false,false,true,false,11/14/23,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CGYM3MHZ/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/exec/obidos/ASIN/B0CH3PY2R2/thedigitalbits-20";"www.amazon.co.uk")
"Equalizer 3-Movie Collection, The",false,false,true,true,false,false,false,true,false,11/14/23,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CGYHXVTF/camerontec014-20";"www.amazon.com"),
"Equalizer 4K Steelbook, The (Reprint)",false,false,true,true,false,false,false,true,false,9/26/23,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CCX4L278/camerontec014-20";"www.amazon.com"),
"Equalizer, The",false,false,false,false,false,false,false,true,false,7/10/18,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07CNC395K/camerontec014-20";"www.amazon.com"),
"Eric Clapton: The Lady in the Balcony – Lockdown Sessions",false,false,true,false,false,false,false,false,false,11/12/21,Mercury Records,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09BCK9P3Y/camerontec014-20";"www.amazon.com"),
"Escape Plan",false,false,false,true,false,false,false,true,false,6/5/18,Lionsgate,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07BQNL5PF/camerontec014-20";"www.amazon.com"),
"Escape from Alcatraz (1979)",false,false,true,true,false,false,false,false,false,11/8/22,Kino Lorber Studio Classics,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BDMSN8Y6/thedigitalbit-20";"www.amazon.com"),
"Escape from New York (Regular Edition)",false,false,true,false,false,false,false,false,false,3/18/19,StudioCanal (UK/Germany/France),,,=HYPERLINK("http://www.amazon.co.uk/exec/obidos/ASIN/B07MXW3QPH/thedigitalbits-20";"www.amazon.co.uk")
"Escape from New York: Collector's Edition",true,false,true,true,false,false,false,false,false,5/17/22,Shout!/Scream Factory,=HYPERLINK("https://thedigitalbits.com/item/escape-from-new-york-ce-scream-2022-uhd";"Review"),=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B09SVPRN6X/camerontec014-20";"www.amazon.com"),
"Escape from New York: Limited Edition",false,false,true,false,false,false,false,false,false,11/26/18,StudioCanal (UK/Germany/France),,,=HYPERLINK("http://www.amazon.co.uk/exec/obidos/ASIN/B07H53CVPQ/thedigitalbits-20";"www.amazon.co.uk")
"Eternal Sunshine of the Spotless Mind (2004)",false,false,true,true,false,false,false,false,false,7/26/22,Kino Lorber Studio Classics,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09YS4QPYH/thedigitalbit-20";"www.amazon.com"),
"Eternals, The",false,true,true,false,false,false,false,true,false,2/15/2022,Walt Disney Studios Home Entertainment (also Fox see above),=HYPERLINK("https://thedigitalbits.com/item/eternals-disney-2022-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09NQC1NTQ/thedigitalbit-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B09NB2MDFJ/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Evangelion:3.0+1.11 Thrice Upon a Time (2021) Collector's Edition",false,false,true,false,false,false,false,false,false,10/17/23,Shout!/Scream Factory,,=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B0CC4GFWDF/camerontec014-20";"www.amazon.com"),
"Event Horizon (Steelbook)",true,false,true,false,false,false,false,false,false,8/9/22,Paramount Pictures Home Entertainment (also CBS Studios),=HYPERLINK("https://thedigitalbits.com/item/event-horizon-sb-paramount-2022-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09ZCL1BVX/camerontec014-20";"www.amazon.com"),
"Event Horizon (wide release)",true,false,true,true,false,false,false,false,false,1/31/23,Paramount Pictures Home Entertainment (also CBS Studios),=HYPERLINK("https://thedigitalbits.com/item/event-horizon-paramount-2023-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BM3PQFHF/camerontec014-20";"www.amazon.com"),
"Everest",true,false,false,false,false,false,false,true,false,9/27/16,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/Everest-Blu-ray-Jason-Clarke/dp/B01J3TWIHG?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2yagdYV";"amzn.to")
"Everything Everywhere All at Once (A24 website exclusive)",false,false,true,true,false,false,false,true,false,8/8/23,A24,,=HYPERLINK("https://shop.a24films.com/products/everything-everywhere-all-at-once-collectors-edition";"shop.a24films.com"),
"Everything Everywhere All at Once",false,true,true,true,false,false,false,true,false,7/5/22,Lionsgate,=HYPERLINK("https://thedigitalbits.com/item/everything-everywhere-2023-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09XWL2PZY/camerontec014-20";"www.amazon.com"),
"Evil Dead (2013)",true,false,true,true,false,false,false,false,false,9/27/22,Shout!/Scream Factory,=HYPERLINK("https://thedigitalbits.com/item/evil-dead-2013-scream-2022-uhd";"Review"),=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B0B4VRF1Q4/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0B4VRF1Q4/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Evil Dead 1 & 2 4K Collection",false,false,true,true,false,false,false,true,false,11/1/22,Lionsgate,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BCHVL4Z5/camerontec014-20";"www.amazon.com"),
"Evil Dead 1 & 2, The (Steelbook)",false,false,true,true,false,false,false,false,false,9/29/20,Lionsgate,,,
"Evil Dead 2",false,false,true,true,false,false,false,false,false,12/11/2018,Lionsgate,=HYPERLINK("https://thedigitalbits.com/item/evil-dead-2-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07JHJTQ8M/camerontec014-20";"www.amazon.com"),
"Evil Dead II (VHS Cover A)",false,false,true,false,false,false,false,false,false,2/25/20,JAKOB GmbH (Germany),,,
"Evil Dead II (VHS Cover B)",false,false,true,false,false,false,false,false,false,2/25/20,JAKOB GmbH (Germany),,,
"Evil Dead Rise (Steelbook)",false,false,false,false,false,false,false,false,false,6/27/23,Warner Bros. Home Entertainment,,,=HYPERLINK("http://www.amazon.co.uk/dp/B0C3HZ9PR8/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Evil Dead Rise",false,false,false,false,false,false,false,false,false,6/27/23,Warner Bros. Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0C3TV2SH3/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0C1LBNNBY/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Evil Dead, The (1981)",false,true,true,true,false,false,false,false,false,10/9/18,Lionsgate,=HYPERLINK("https://thedigitalbits.com/item/the-evil-dead-1981-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07G1Q74HP/camerontec014-20";"www.amazon.com"),
"Evil Dead, The: Groovy Collection",false,false,true,true,false,false,false,false,false,11/16/21,Lionsgate,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09FC9Z8FJ/camerontec014-20";"www.amazon.com"),
"Ex Machina",false,true,true,false,false,false,false,false,true,6/6/17,Lionsgate,=HYPERLINK("https://thedigitalbits.com/item/ex-machina-uhd-bd";"Review"),=HYPERLINK("https://www.amazon.com/Ex-Machina-Domhnall-Gleeson/dp/B06XXCZLRD?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2fpZ9HE";"amzn.to")
"Exodus: Gods and Kings",false,false,false,false,false,false,false,false,false,2/22/16,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM),=HYPERLINK("https://thedigitalbits.com/item/exodus-gods-and-kings-uhd";"Review"),=HYPERLINK("https://www.amazon.com/Exodus-Gods-Kings-Ultra-Blu-ray/dp/B01A7Q6H6C?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2vZqFC1";"amzn.to")
"Exorcist III, The",true,false,true,true,false,false,false,false,false,3/28/23,Shout!/Scream Factory,=HYPERLINK("https://thedigitalbits.com/item/exorcist-iii-scream-2023-uhd-2";"Review"),=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B0BQF7S5M9/camerontec014-20";"www.amazon.com"),
"Exorcist, The (1973) (includes Theatrical and Director's Extended Versions in 4K)",false,false,true,false,false,false,false,false,false,9/19/23,Warner Bros. Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CCST6HDX/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0CC3715JY/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Exorcist, The (1973) 50th Anniversary Deluxe Edition with Steelbook and BFI Film Classics Book",false,false,true,false,false,false,false,false,false,10/9/23,Warner Bros. Home Entertainment,,,=HYPERLINK("http://www.amazon.co.uk/dp/B0CC35P4N4/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Exorcist, The (1973) 50th Anniversary Ultimate Collector's Edition with Steelbook",false,false,true,false,false,false,false,false,false,10/9/23,Warner Bros. Home Entertainment,,,=HYPERLINK("http://www.amazon.co.uk/dp/B0CC35LPYF/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Exorcist, The: Believer (2023) (Best Buy-exclusive Steelbook)",false,false,true,false,false,false,false,false,false,TBA,Universal Studios Home Entertainment,,,
"Exorcist, The: Believer (2023)",false,false,true,false,false,false,false,false,false,TBA,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CKR9GPP4/camerontec014-20";"www.amazon.com"),
"Expendables 2, The",false,false,false,false,false,false,false,true,false,5/2/17,Lionsgate,,=HYPERLINK("https://www.amazon.com/Expendables-4K-Ultra-Blu-ray-Digital/dp/B06X9JNRXL?tag=camerontec014-20";"www.amazon.com"),
"Expendables 3, The",true,false,true,false,false,false,false,true,false,3/1/16,Lionsgate,,=HYPERLINK("https://www.amazon.com/Expendables-4K-Ultra-Blu-ray-Digital/dp/B01AJWU832?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2w0a01d";"amzn.to")
"Expendables 4 (aka Expend4bles) (Amazon-exclusive lenticular cover)",false,false,true,true,false,false,false,true,false,11/21/23,Lionsgate,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CH3YDN13/camerontec014-20";"www.amazon.com"),
"Expendables 4 (aka Expend4bles)",false,false,true,true,false,false,false,true,false,11/21/23,Lionsgate,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CH3XBLKW/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0CHMK77MM/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Expendables, The",false,false,false,false,false,false,false,true,false,5/2/17,Lionsgate,,=HYPERLINK("https://www.amazon.com/Expendables-4K-Ultra-Blu-ray-Digital/dp/B06WWFF1Y1?tag=camerontec014-20";"www.amazon.com"),
"Expendables, The: 3-Film Collection",false,false,true,false,false,false,false,true,false,5/2/17,Lionsgate,,=HYPERLINK("https://www.amazon.com/Expendables-3-Film-Collection-Ultra-Blu-ray/dp/B071L21GQP?tag=camerontec014-20";"www.amazon.com"),
"Extreme Adventure Collection (Tornado Alley, Grand Canyon Adventure, Hidden Universe)",false,true,false,false,false,false,false,false,false,9/13/16,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/Extreme-Adventure-Collection-Sean-Casey/dp/B01HOIXOHQ?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2x7wkHA";"amzn.to")
"Extreme Nature Collection (Antarctica on the Edge, Titans of the Ice Age, Great White Shark)",false,true,false,false,false,false,false,false,false,9/13/16,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/Extreme-Nature-Collection-UHD-Blu-ray/dp/B01HOJXOT8?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2vZiAgo";"amzn.to")
"F9: The Fast Saga",false,true,true,true,true,false,false,true,false,9/21/21,Universal Studios Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/f9-the-fast-saga-4k-2021";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B097SFHT6W/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B097SFHT6W/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"FACE/OFF (1997)",false,false,true,true,false,false,false,false,false,12/12/23,Kino Lorber Studio Classics,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CKFKM7YG/thedigitalbit-20";"www.amazon.com"),
"Fabelmans, The",false,false,true,true,false,false,false,false,false,2/14/23,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BMJ4FVTJ/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0BS9Z57DR/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Faceless",false,false,true,true,false,false,false,true,false,8/30/22,Severin Films,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0B2HZKRV5/thedigitalbit-20";"www.amazon.com"),
"Falcon and the Winter Soldier, The: The Complete Series (4K Steelbook – UHD-100)",false,false,true,false,false,false,false,true,false,TBA 2024,Walt Disney Studios Home Entertainment (also Fox see above),,,
"Family Plot (1976)",false,false,true,false,false,false,false,false,false,5/10/22,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09VLGWMN1/camerontec014-20";"www.amazon.com"),
"Fantastic 4",false,false,false,false,false,false,false,false,false,2/22/16,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM),,=HYPERLINK("https://www.amazon.com/Fantastic-4K-Ultra-Blu-ray-Digital/dp/B01A7Q6GPY?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2xGhqLn";"amzn.to")
"Fantastic Beasts and Where to Find Them",true,false,true,false,false,false,false,true,false,3/28/17,Warner Bros. Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/fantastic-beasts-and-where-uhd-bd";"Review"),=HYPERLINK("https://www.amazon.com/Fantastic-Beasts-Where-Blu-ray-Digital/dp/B01LTHLWAY?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2h6SsxH";"amzn.to")
"Fantastic Beasts: The Crimes of Grindelwald",false,false,true,true,false,false,false,true,false,3/12/19,Warner Bros. Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07GVXHQGN/camerontec014-20";"www.amazon.com"),
"Fantastic Beasts: The Secrets of Dumbledore",false,false,true,true,false,false,false,true,false,6/28/22,Warner Bros. Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0B21WXK89/thedigitalbit-20";"www.amazon.com"),
"Fargo: Collector's Edition",false,false,true,false,false,false,false,true,false,11/7/23,Shout!/Scream Factory,,=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B0CH3Y7GVN/camerontec014-20";"www.amazon.com"),
"Fascination (1979)",false,false,true,true,false,false,false,false,false,10/24/23,Powerhouse Films/Indicator (UK),,,
"Fast & Furious 6",false,true,false,false,false,false,false,false,true,3/28/17,Universal Studios Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/fast-and-furious-8-movie-uhd";"Review"),=HYPERLINK("https://www.amazon.com/Fast-Furious-Blu-ray-Vin-Diesel/dp/B01MZ8D66F?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2w2Zaav";"amzn.to")
"Fast & Furious Presents: Hobbs & Shaw",false,false,false,true,true,false,false,true,false,11/5/19,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07VDMLGB8/camerontec014-20";"www.amazon.com"),
