Title,Reference Disc,Standout Disc,Native 4k,Dolby Vision,HDR10+,Imax Enhanced,60 FPS,Dolby Atmos,DTS:X,Release Date,Studio,Review,Buy US,Buy UK
"Killer's Kiss (1955)",false,true,true,true,false,false,false,false,false,6/28/22,Kino Lorber Studio Classics,=HYPERLINK("https://thedigitalbits.com/item/killers-kiss-4k-uhd-2022";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09WYYNH35/thedigitalbit-20";"www.amazon.com"),
"Killing, The (1956)",false,true,true,true,false,false,false,false,false,7/26/22,Kino Lorber Studio Classics,=HYPERLINK("https://thedigitalbits.com/item/the-killing-kino-2022-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09YS6T339/thedigitalbit-20";"www.amazon.com"),
"Kin",false,false,false,true,false,false,false,false,true,11/20/18,Lionsgate,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07HGJ461B/camerontec014-20";"www.amazon.com"),
"Kindergarten Cop (1990)",false,false,true,true,false,false,false,false,false,"",Kino Lorber Studio Classics,,,
"King Arthur: Legend of the Sword",false,false,false,false,false,false,false,true,false,8/8/17,Warner Bros. Home Entertainment,,=HYPERLINK("https://www.amazon.com/King-Arthur-Legend-Sword-Blu-ray/dp/B072M35Y6W?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2hcP14Z";"amzn.to")
"King Kong (1976) (Steelbook)",false,false,true,false,false,false,false,false,false,11/24/22,StudioCanal (UK/Germany/France),,,=HYPERLINK("https://www.amazon.co.uk/dp/B0BBY1KVCN/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"King Kong (1976)",false,false,true,false,false,false,false,false,false,12/5/22,StudioCanal (UK/Germany/France),,,=HYPERLINK("https://www.amazon.co.uk/dp/B0BHKW7YL4/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"King Kong: Ultimate Edition",false,true,false,false,false,false,false,false,true,7/11/17,Universal Studios Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/king-king-2005-uhd-bd";"Review"),=HYPERLINK("https://www.amazon.com/dp/B071YQ222R/ref=as_li_ss_tl?ie=UTF8&linkCode=sl1&tag=thedigitalbits-20&linkId=8f61aa43033c92938a3492e1bccbce6b?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2w3lUHv";"amzn.to")
"King Richard",false,false,true,false,false,false,false,false,false,2/8/22,Warner Bros. Home Entertainment,,=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B09NWJQXTS/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B09TBYFPV8/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"King of New York",false,false,true,true,false,false,false,false,false,11/16/2020,Arrow Video,,=HYPERLINK("https://www.awin1.com/cread.php?awinmid=6037&awinaffid=745023&clickref=&ued=https%3A%2F%2Fwww.zavvi.com%2Fblu-ray%2Fking-of-new-york-4k-ultra-hd%2F12688899.html";"www.awin1.com"),=HYPERLINK("https://www.awin1.com/cread.php?awinmid=6037&awinaffid=745023&clickref=&ued=https%3A%2F%2Fwww.zavvi.com%2Fblu-ray%2Fking-of-new-york-4k-ultra-hd%2F12688899.html";"www.awin1.com")
"King's Man, The (2021)",false,false,true,false,false,false,false,true,false,2/22/2022,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09R28R76V/thedigitalbit-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B08G5RRZ7K/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"King's Man, The (2021)",false,false,true,false,false,false,false,true,false,2/22/2022,Walt Disney Studios Home Entertainment (also Fox see above),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09R28R76V/thedigitalbit-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B08G5RRZ7K/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Kingpin (1996)",false,false,true,false,false,false,false,false,false,TBA,Paramount Pictures Home Entertainment (also CBS Studios),,,
"Kingsglaive: Final Fantasy XV",false,false,true,false,false,false,false,false,false,3/30/21,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B08QRVLTCH/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B08VTDK9XY/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Kingsman Collection, The (Best Buy-exclusive Steekbook – contains all three films)",false,false,true,false,false,false,false,true,false,2/22/2022,Walt Disney Studios Home Entertainment (also Fox see above),,,
"Kingsman: 2-Movie Collection",false,false,false,false,false,false,false,true,false,12/12/17,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM),,=HYPERLINK("https://www.amazon.com/Kingsman-Two-Pack-4K-UltraHD-Blu-ray/dp/B076VZ8BN3?tag=camerontec014-20";"www.amazon.com"),
"Kingsman: The Golden Circle",false,false,false,false,false,false,false,true,false,12/12/17,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM),,=HYPERLINK("https://www.amazon.com/Kingsman-Golden-Circle-Digital-Blu-ray/dp/B075B61CKP?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2zmo5Lo";"amzn.to")
"Kingsman: The Secret Service – Premium Edition",false,true,false,false,false,false,false,false,false,9/5/17,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM),,=HYPERLINK("https://www.amazon.com/Kingsman-Secret-Service-Premium-Blu-ray/dp/B0744Y8CC4?tag=camerontec014-20";"www.amazon.com"),
"Kingsman: The Secret Service",false,true,false,false,false,false,false,false,false,2/22/16,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM),,=HYPERLINK("https://www.amazon.com/Kingsman-Secret-Service-Ultra-Blu-ray/dp/B01A7Q6FUK?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2h8fp3q";"amzn.to")
"Kiss the Girls (1997)",false,false,true,true,false,false,false,true,false,9/12/23,Paramount Pictures Home Entertainment (also CBS Studios),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CD127QRM/camerontec014-20";"www.amazon.com"),
"Knives Out",false,true,false,true,false,false,false,true,false,2/25/20,Lionsgate,=HYPERLINK("https://thedigitalbits.com/item/knives-out-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B081KPWLPR/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B081P2XVK3/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Knock at the Cabin (2023)",false,false,true,false,false,false,false,false,false,5/9/23,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BT6QJ2G5/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0BSR29X5D/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Knowing",false,true,false,true,false,false,false,true,false,4/10/18,Lionsgate,=HYPERLINK("https://thedigitalbits.com/item/knowing-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B079FLP419/camerontec014-20";"www.amazon.com"),
"Kong: Skull Island",false,false,false,false,false,false,false,true,false,7/18/17,Warner Bros. Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/kong-skull-island-uhd-bd";"Review"),=HYPERLINK("https://www.amazon.com/Kong-Skull-Island-UHD-Blu-ray/dp/B0725PV99C?tag=camerontec014-20";"www.amazon.com"),
"Krampus: The Naughty Cut – Collector's Edition",false,false,true,false,false,false,false,true,false,11/16/21,Shout!/Scream Factory,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07GQ67TB1/camerontec014-20";"www.amazon.com"),
"Kubo and the Two Strings (2016) (Steelbook)",true,false,true,true,false,false,false,true,false,2/28/23,Shout!/Scream Factory,=HYPERLINK("https://thedigitalbits.com/item/kubo-two-strings-sb-shout-2023-uhd";"Review"),=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B0BN72RWHB/camerontec014-20";"www.amazon.com"),
"Kubo and the Two Strings (2016)",true,false,true,true,false,false,false,true,false,2/28/23,Shout!/Scream Factory,=HYPERLINK("https://thedigitalbits.com/item/kubo-two-strings-shout-2023-uhd";"Review"),=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B0BN72RWH8/camerontec014-20";"www.amazon.com"),
"LEGO Batman Movie, The",false,true,false,false,false,false,false,true,false,6/13/17,Warner Bros. Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/lego-batman-movie-uhd-bd-2";"Review"),=HYPERLINK("https://www.amazon.com/Lego-Batman-Movie-UHD-Blu-ray/dp/B06W9GB1R6?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2hcACFP";"amzn.to")
"LEGO Movie, The",false,true,false,false,false,false,false,false,false,3/1/16,Warner Bros. Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/lego-movie-uhd";"Review"),=HYPERLINK("https://www.amazon.com/Lego-Movie-Ultra-Blu-ray-Digital/dp/B01BHKNYR2?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2jGlk0O";"amzn.to")
"LEGO Movie, The: Part 2",false,false,true,false,false,false,false,false,false,5/7/19,Warner Bros. Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07MLB1KZS/camerontec014-20";"www.amazon.com"),
"LEGO Ninjago Movie, The",false,false,false,false,false,false,false,false,false,12/19/17,Warner Bros. Home Entertainment,,=HYPERLINK("https://www.amazon.com/Ninjago-Movie-Ultra-Blu-ray-Digital/dp/B074ZVZFMG?tag=camerontec014-20";"www.amazon.com"),
"La La Land",false,false,false,false,false,false,false,true,false,4/25/17,Lionsgate,,=HYPERLINK("https://www.amazon.com/Land-4K-Ultra-Blu-ray-Digital/dp/B01LTI1WAS?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2x6nLwk";"amzn.to")
"Labyrinth: 30th Anniversary Edition",false,true,true,false,false,false,false,true,false,9/20/16,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/Labyrinth-4K-Ultra-Blu-ray-UltraViolet/dp/B01ERMAAC4?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2xbAkH3";"amzn.to")
"Labyrinth: 35th Anniversary Edition",false,false,true,true,false,false,false,true,false,8/17/21,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B096LTSKRZ/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B08T2ZHX6V/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Lady Vengeance",false,false,true,true,true,false,false,false,false,4/23/20,Capelight Pictures (Germany),,,
"Ladykillers, The (1955): 5-Disc 4K Collector's Edition",false,false,true,true,false,false,false,true,false,11/9/20,StudioCanal (UK/Germany/France),,=HYPERLINK("https://www.awin1.com/cread.php?awinmid=6037&awinaffid=745023&clickref=&ued=https%3A%2F%2Fus.zavvi.com%2Fblu-ray%2Fthe-ladykillers-collector-s-4k-ultra-hd-edition-includes-2d-blu-ray%2F12701911.html";"www.awin1.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B08JR98WSQ/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Lamb (A24 website exclusive)",false,false,true,true,false,false,false,false,false,1/25/22,A24,,=HYPERLINK("https://shop.a24films.com/products/lamb-blu-ray?variant=39583690555441";"shop.a24films.com"),
"Lara Croft: Tomb Raider – 2-Movie Collection (Lara Croft: Tomb Raider & Lara Croft: Tomb Raider – The Cradle of Life)",false,false,true,true,false,false,false,false,false,6/1/21,Paramount Pictures Home Entertainment (also CBS Studios),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B08YDQVX1P/camerontec014-20";"www.amazon.com"),
"Lara Croft: Tomb Raider",false,false,true,true,false,false,false,false,false,2/27/18,Paramount Pictures Home Entertainment (also CBS Studios),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B077Y3QTTW/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B077Y6RBZ8/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Last Action Hero (Steelbook)",false,true,true,false,false,false,false,true,false,5/18/21,Sony Pictures Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/last-action-hero-sb-sony-2021-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B08XZ457M5/camerontec014-20";"www.amazon.com"),
"Last Action Hero",false,true,true,false,false,false,false,true,false,6/15/21,Sony Pictures Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/last-action-hero-sony-2021-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B091WJHFZ7/camerontec014-20";"www.amazon.com"),
"Last Black Man in San Francisco, The: Collector's Edition (A24 website exclusive)",false,false,true,false,false,false,false,false,false,9/21/21,A24,,=HYPERLINK("https://shop.a24films.com/products/the-last-black-man-in-san-francisco-collectors-edition";"shop.a24films.com"),
"Last Detail, The",false,false,true,true,false,false,false,false,false,10/25/22,Shout!/Scream Factory,,=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B0B7Q77CNK/camerontec014-20";"www.amazon.com"),
"Last Duel, The",false,true,true,false,false,false,false,true,false,12/14/21,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM),=HYPERLINK("https://thedigitalbits.com/item/last-duel-4k-2021-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09KVFWYQ8/thedigitalbit-20";"www.amazon.com"),
"Last Duel, The",false,true,true,false,false,false,false,true,false,12/14/21,Walt Disney Studios Home Entertainment (also Fox see above),=HYPERLINK("https://thedigitalbits.com/item/last-duel-4k-2021-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09KVFWYQ8/thedigitalbit-20";"www.amazon.com"),
"Last Emperor, The: Limited Edition (UK only)",false,false,true,true,false,false,false,false,false,2/13/23,Arrow Video,,,=HYPERLINK("http://www.amazon.co.uk/dp/B0BNBXZ69R/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Last House on the Left, The (2009)",false,false,true,true,false,false,false,false,false,8/29/23,Arrow Video,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0C6NMXLHW/camerontec014-20";"www.amazon.com"),
"Last Night in Soho",false,false,true,false,false,false,false,false,false,1/18/22,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09KG5NHQG/camerontec014-20";"www.amazon.com"),
"Last Picture Show, The (1971)",false,false,true,true,false,false,false,false,false,11/14/23,The Criterion Collection,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CFVY78NB/thedigitalbit-20";"www.amazon.com"),
"Last Reef, The: Cities Beneath the Sea",false,true,true,false,false,false,false,true,false,9/13/16,Shout!/Scream Factory,=HYPERLINK("https://thedigitalbits.com/item/last-reef-uhd";"Review"),=HYPERLINK("https://www.amazon.com/IMAX-Last-Cities-Beneath-Blu-ray/dp/B01GSW5VEI?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2jyW24n";"amzn.to")
"Last Starfighter, The (1984)",true,false,true,true,false,false,false,false,false,5/30/23,Arrow Video,=HYPERLINK("https://thedigitalbits.com/item/last-starfighter-arrow-2023-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BWSGTZNX/camerontec014-20";"www.amazon.com"),
"Last Voyage of the Demeter, The",false,false,false,false,false,false,false,false,false,10/17/23,Universal Studios Home Entertainment,,,
"Last Waltz, The",false,false,true,true,false,false,false,false,false,3/29/22,The Criterion Collection,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09NPM2VB9/thedigitalbit-20";"www.amazon.com"),
"Last Wave, The (1977)",false,false,true,false,false,false,false,false,false,9/1/23,Umbrella Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0C7WGZLK6/camerontec014-20";"www.amazon.com"),
"Last Witch Hunter, The",true,false,true,false,false,false,false,false,true,3/1/16,Lionsgate,,=HYPERLINK("https://www.amazon.com/Witch-Hunter-Ultra-Blu-ray-Digital/dp/B01AI2HOS0?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2jwznG3";"amzn.to")
"Last of Us, The: Season One (Steelbook)",false,false,true,true,false,false,false,true,false,7/17/23,HBO,,,=HYPERLINK("http://www.amazon.co.uk/dp/B0BXY52F3Q/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Last of Us, The: Season One",false,false,true,true,false,false,false,true,false,7/17/23,HBO,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BYPBGNQP/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0BXYD45CT/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Law Abiding Citizen",false,false,false,true,false,false,false,true,false,11/6/18,Lionsgate,,,
"Lawrence of Arabia (only available in Columbia Classics 4K: Vol. 1)",true,false,true,true,false,false,false,true,false,6/16/20,Sony Pictures Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/lawrence-of-arabia-ccv1-4k-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B086L71KGD/camerontec014-20";"www.amazon.com"),
"Lawrence of Arabia: 65th Anniversary Edition (4K Steelbook)",true,false,true,true,false,false,false,true,false,6/7/22,Sony Pictures Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/lawrence-of-arabia-steelbook-4k-uhd-2022";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09TLBJNPT/thedigitalbit-20";"www.amazon.com"),
"Lawrence of Arabia: 65th Anniversary Edition 4K Steelbook (Reprint)",true,false,true,true,false,false,false,true,false,9/26/23,Sony Pictures Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/lawrence-of-arabia-steelbook-4k-uhd-2022";"Review"),,
"Le Cercle Rogue/The Red Circle",false,false,true,false,false,false,false,false,false,11/25/2020,StudioCanal (UK/Germany/France),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B08KX8M3TV/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B08KX8M3TV/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Le cercle rouge",false,false,true,true,false,false,false,false,false,3/15/22,The Criterion Collection,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09NPL1JMG/thedigitalbit-20";"www.amazon.com"),
"Leatherface (2017)",false,false,true,false,false,false,false,false,false,2/26/21,Turbine Media (Germany),,,
"Legend of Hercules, The",false,false,false,false,false,false,false,true,false,9/19/17,Lionsgate,,=HYPERLINK("https://www.amazon.com/Legend-Hercules-4K-Ultra-Blu-ray/dp/B073LZD7K2?tag=camerontec014-20";"www.amazon.com"),
"Legend of Tarzan, The",false,false,false,false,false,false,false,true,false,10/11/16,Warner Bros. Home Entertainment,,=HYPERLINK("https://www.amazon.com/Legend-Tarzan-4K-Ultra-Blu-ray/dp/B01KMWAV36?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2f65Q0C";"amzn.to")
"Legend of Zorro, The",false,false,true,true,false,false,false,true,false,8/22/23,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0C9XBFYVF/camerontec014-20";"www.amazon.com"),
"Legends of the Fall",false,false,false,false,false,false,false,false,false,TBA,Sony Pictures Home Entertainment,,,
"Les Miserables (2012)",false,false,true,false,false,false,false,false,false,7/18/23,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0C62BMFVH/camerontec014-20";"www.amazon.com"),
"Leviathan (1989)",false,false,true,true,false,false,false,false,false,"",Kino Lorber Studio Classics,,,
"Life in Space (aka Settlers)",false,false,true,false,false,false,false,false,false,2/24/22,Koch Media/Plaion (Germany),,,
"Life of Pi",false,true,false,false,false,false,false,false,false,3/1/16,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM),,=HYPERLINK("https://www.amazon.com/Life-Pi-4K-UHD-Blu-ray/dp/B01A7Q6FCS?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2vZwCPe";"amzn.to")
"Life",false,true,false,false,false,false,false,true,false,6/20/17,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/Life-Jake-Gyllenhaal/dp/B06XSQ9ZYH?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2hcPXq9";"amzn.to")
"Lifeforce: Collector's Edition (Theatrical and Director's Cut)",false,false,true,true,false,false,false,false,false,5/24/22,Shout!/Scream Factory,,=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B09SVNSBKF/camerontec014-20";"www.amazon.com"),
"Lighthouse, The (2019) (UK only)",false,false,true,false,false,false,false,false,false,6/12/23,Arrow Video,,,=HYPERLINK("http://www.amazon.co.uk/dp/B08R5R28FN/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Lighthouse, The (A24 website exclusive)",false,false,true,true,false,false,false,false,false,3/28/23,A24,,=HYPERLINK("https://shop.a24films.com/products/the-lighthouse-collectors-edition";"shop.a24films.com"),
"Lightyear (Best Buy-exclusive Steelbook)",false,false,true,false,false,false,false,true,false,9/13/22,Walt Disney Studios Home Entertainment (also Fox see above),,,
"Lightyear",false,false,true,false,false,false,false,true,false,9/13/22,Walt Disney Studios Home Entertainment (also Fox see above),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0B71HX74C/thedigitalbit-20";"www.amazon.com"),
"Limbo (2022)",false,false,true,true,false,false,false,true,false,10/31/23,MPI Media Group/Dark Sky Films,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0C972S5X4/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/exec/obidos/ASIN/B0C36NF1WK/thedigitalbits-20";"www.amazon.co.uk")
"Limey, The (Best Buy-exclusive Steelbook)",false,false,true,true,false,false,false,false,false,10/11/22,Lionsgate,,,
"Lincoln Lawyer, The",false,false,false,false,false,false,false,true,false,8/15/17,Lionsgate,,=HYPERLINK("https://www.amazon.com/Lincoln-Lawyer-Ultra-Bluray-Blu-ray/dp/B071VSDK7R?tag=camerontec014-20";"www.amazon.com"),
"Lion King, The (2019)",false,false,true,false,false,false,false,true,false,10/22/19,Walt Disney Studios Home Entertainment (also Fox see above),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07TKNFTKC/camerontec014-20";"www.amazon.com"),
"Lion King, The (Disney 100 Best Buy-exclusive Steelbook)",false,false,true,false,false,false,false,false,false,10/3/23,Walt Disney Studios Home Entertainment (also Fox see above),,,
"Lion King, The",false,false,false,false,false,false,false,false,false,12/4/18,Walt Disney Studios Home Entertainment (also Fox see above),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07HGJ4563/camerontec014-20";"www.amazon.com"),
"Lion of the Desert (1981): Collector's Edition",false,false,true,true,false,false,false,false,false,7/19/22,Shout!/Scream Factory,=HYPERLINK("https://thedigitalbits.com/item/lion-of-the-desert-shout-2022-uhd";"Review"),=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B09K1FKHNL/camerontec014-20";"www.amazon.com"),
"Lips of Blood (1975)",false,false,true,true,false,false,false,false,false,10/24/23,Powerhouse Films/Indicator (UK),,,
"Little Drummer Girl, The: Director's Cut (Miniseries)",false,false,true,true,true,false,false,false,false,11/27/23,Plain Archive International,,,=HYPERLINK("https://plainarchive.com/collections/all/products/the-little-drummer-girl-directors-cut-4k-ubd-4discs";"plainarchive.com")
"Little Mermaid, The (",false,false,false,false,false,false,false,true,false,2/26/19,Walt Disney Studios Home Entertainment (also Fox see above),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/6317645949/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B08QX5RCNY/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Little Mermaid, The (2023) (Disney Movie Club exclusive with collectable lithograph)",false,false,true,false,false,false,false,true,false,9/19/23,Walt Disney Studios Home Entertainment (also Fox see above),,,
"Little Mermaid, The (2023) (Steelbook Best Buy exclusive)",false,false,true,false,false,false,false,true,false,9/19/23,Walt Disney Studios Home Entertainment (also Fox see above),,,=HYPERLINK("http://www.amazon.co.uk/dp/B0CCS7NN71/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Little Mermaid, The (2023) (Walmart exclusive)",false,false,true,false,false,false,false,true,false,9/19/23,Walt Disney Studios Home Entertainment (also Fox see above),,,=HYPERLINK("http://www.amazon.co.uk/dp/B0CCSDT794/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Little Mermaid, The (Disney 100 Best Buy-exclusive Steelbook)",false,false,true,false,false,false,false,false,false,10/3/23,Walt Disney Studios Home Entertainment (also Fox see above),,,
"Little Shop of Horrors (1986)",false,false,true,false,false,false,false,false,false,TBA 2024,Warner Bros. Home Entertainment,,,
"Little Women",false,false,false,false,false,false,false,false,false,4/7/2020,Sony Pictures Home Entertainment,,,
"Lock Up",false,false,true,true,false,false,false,false,false,9/10/19,Lionsgate,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07TMRSQRF/camerontec014-20";"www.amazon.com"),
"Lock, Stock and Two Smoking Barrels (1998)",false,false,true,true,false,false,false,false,false,"",Kino Lorber Studio Classics,,,
"Logan Lucky",false,false,true,false,false,false,false,false,false,11/28/17,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/Logan-Lucky-Ultra-Blu-ray-Digital/dp/B074WLT84W?tag=camerontec014-20";"www.amazon.com"),
"Logan",true,false,true,false,false,false,false,true,false,5/23/17,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM),=HYPERLINK("https://thedigitalbits.com/item/logan-uhd-bd";"Review"),=HYPERLINK("https://www.amazon.com/Logan-UHD-BD-DHD-Blu-ray/dp/B01LTIBWTO?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2x6QFwJ";"amzn.to")
"Loki: The Complete First Season (4K Steelbook – UHD-100)",true,false,true,false,false,false,false,true,false,9/26/23,Walt Disney Studios Home Entertainment (also Fox see above),=HYPERLINK("https://thedigitalbits.com/item/loki-s1-disney-2023-uhd";"Review"),=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B0CG6J62WY/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0CHZ4861T/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Lone Star (1996)",false,false,true,true,false,false,false,false,false,1/16/24,The Criterion Collection,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CL5HRYM7/thedigitalbit-20";"www.amazon.com"),
"Lone Survivor",true,false,false,false,false,false,false,false,true,8/9/16,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/Lone-Survivor-Blu-ray-Mark-Wahlberg/dp/B01FH1TMRS?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2f5ucaP";"amzn.to")
"Long Wait, The (1954)",false,false,true,false,false,false,false,false,false,3/21/23,ClassicFlix,,,
